130,60,0
130,110,0
230,110,0
230,60,0
130,60,0
170,74,0
170,60,0
169,73,0
141,60,0
170,74,0
163,76,0
130,60,0
162,76,0
130,64,0
155,76,0
163,76,0
151,76,0
130,65,0
150,76,0
130,76,0
151,76,0
130,80,0
174,80,0
174,60,0
173,79,0
130,80,0
130,89,0
173,90,0
173,110,0
186,110,0
186,90,0
230,90,0
185,89,0
185,109,0
174,109,0
174,89,0
130,89,0
130,93,0
150,93,0
130,104,0
151,93,0
130,93,0
131,109,0
163,93,0
169,93,0
138,109,0
131,109,0
130,110,0
138,109,0
170,93,0
162,93,0
130,110,0
141,110,0
169,96,0
170,110,0
170,95,0
141,110,0
189,110,0
190,96,0
218,110,0
189,95,0
189,110,0
197,93,0
230,105,0
204,93,0
196,93,0
230,110,0
197,93,0
208,93,0
230,104,0
209,93,0
230,93,0
208,93,0
208,76,0
230,76,0
209,76,0
230,65,0
208,76,0
196,76,0
190,76,0
221,60,0
189,76,0
230,60,0
196,76,0
190,73,0
189,60,0
189,74,0
218,60,0
190,73,0
186,79,0
185,60,0
185,80,0
230,80,0
186,79,0
