126,259,309
128,261,311
129,261,311
130,263,313
130,264,314
130,265,315
130,267,317
130,268,318
130,269,319
130,270,320
129,271,321
129,272,322
131,271,321
130,271,321
132,270,320
133,269,319
134,267,317
136,269,319
137,269,319
138,271,321
136,273,323
137,272,322
135,274,324
134,275,325
133,276,326
131,278,328
130,279,329
128,277,327
128,276,326
126,274,324
126,272,322
126,270,320
126,268,318
126,266,316
126,265,315
125,266,316
124,267,317
123,267,317
122,268,318
121,270,320
121,269,319
119,268,318
119,267,317
118,265,315
118,266,316
120,264,314
119,264,314
118,261,311
117,261,311
116,261,311
115,261,311
114,261,311
113,260,310
112,260,310
111,260,310
111,259,309
110,259,309
109,258,308
108,257,307
107,256,306
106,255,305
106,254,304
105,254,304
104,253,303
104,252,302
104,251,301
103,251,301
103,250,300
103,249,299
103,248,298
103,247,297
104,246,296
105,245,295
105,244,294
106,244,294
107,244,294
108,244,294
109,244,294
110,244,294
111,244,294
112,245,295
113,246,296
103,240,290
103,241,291
102,241,291
101,241,291
100,241,291
100,240,290
99,241,291
100,242,292
100,243,293
100,244,294
100,245,295
100,246,296
100,247,297
99,247,297
99,248,298
98,247,297
97,246,296
97,245,295
96,245,295
96,244,294
95,244,294
95,243,293
96,242,292
96,241,291
96,240,290
96,239,289
95,238,288
94,237,287
94,236,286
93,236,286
93,237,287
92,237,287
92,238,288
91,238,288
91,239,289
90,239,289
89,238,288
88,237,287
87,236,286
87,235,285
88,234,284
89,233,283
89,232,282
90,232,282
90,231,281
91,231,281
91,230,280
92,230,280
93,229,279
94,228,278
95,228,278
96,228,278
97,229,279
98,230,280
98,231,281
99,232,282
100,233,283
101,233,283
102,234,284
102,235,285
103,236,286
104,237,287
104,238,288
104,239,289
104,240,290
88,233,283
88,236,286
95,239,289
95,242,292
99,240,290
98,237,287
99,237,287
100,236,286
99,235,285
99,234,284
98,234,284
98,233,283
97,233,283
97,237,287
97,236,286
96,236,286
96,235,285
95,235,285
95,234,284
96,234,284
96,233,283
91,225,275
90,225,275
89,225,275
88,224,274
87,223,273
86,222,272
86,221,271
85,220,270
84,220,270
83,220,270
82,221,271
83,222,272
84,222,272
85,223,273
86,224,274
87,225,275
88,226,276
88,227,277
87,228,278
86,228,278
85,227,277
84,226,276
83,225,275
82,224,274
81,223,273
80,223,273
79,224,274
79,225,275
80,226,276
81,227,277
82,228,278
83,229,279
84,230,280
85,231,281
84,232,282
83,232,282
82,231,281
81,230,280
80,229,279
80,228,278
79,227,277
78,226,276
77,225,275
76,224,274
75,223,273
74,223,273
74,222,272
75,221,271
76,220,270
77,219,269
78,218,268
78,217,267
79,217,267
80,216,266
81,215,265
82,215,265
83,216,266
84,217,267
85,217,267
86,218,268
87,219,269
88,220,270
89,221,271
90,222,272
91,223,273
91,224,274
87,222,272
64,201,251
63,202,252
62,203,253
61,203,253
61,202,252
60,202,252
59,202,252
59,201,251
58,201,251
57,200,250
57,201,251
56,199,249
55,199,249
55,198,248
54,197,247
53,197,247
53,196,246
52,197,247
52,198,248
51,198,248
51,199,249
50,199,249
49,198,248
48,197,247
49,197,247
47,196,246
47,195,245
48,196,246
37,186,236
37,185,235
36,184,234
35,184,234
34,183,233
34,182,232
34,181,231
34,180,230
34,179,229
34,178,228
34,177,227
33,176,226
32,175,225
31,174,224
31,175,225
30,175,225
30,176,226
29,176,226
29,177,227
28,177,227
28,176,226
27,175,225
26,175,225
25,174,224
25,173,223
26,173,223
26,172,222
27,172,222
27,171,221
28,171,221
28,170,220
29,170,220
29,169,219
30,169,219
30,168,218
31,168,218
31,167,217
32,167,217
32,166,216
26,174,224
27,176,226
33,175,225
35,183,233
36,185,235
38,186,236
38,185,235
38,184,234
38,183,233
38,182,232
38,181,231
38,180,230
38,179,229
39,179,229
40,179,229
41,179,229
42,179,229
42,178,228
40,180,230
37,179,229
38,175,225
37,175,225
37,176,226
35,175,225
34,174,224
33,173,223
34,172,222
35,171,221
36,171,221
34,171,221
33,172,222
34,173,223
35,174,224
36,175,225
36,176,226
38,174,224
38,173,223
37,173,223
37,172,222
36,172,222
33,166,216
34,167,217
35,168,218
36,168,218
37,169,219
37,170,220
38,171,221
39,172,222
40,173,223
41,173,223
41,174,224
42,175,225
42,176,226
42,177,227
40,172,222
30,165,215
29,165,215
28,164,214
28,163,213
27,163,213
26,162,212
25,161,211
24,161,211
24,162,212
23,163,213
22,164,214
21,164,214
21,165,215
20,166,216
19,166,216
19,167,217
18,166,216
17,166,216
16,165,215
16,164,214
15,164,214
15,163,213
16,163,213
16,162,212
17,161,211
18,161,211
18,160,210
19,159,209
20,159,209
20,158,208
21,157,207
20,156,206
20,155,205
19,155,205
18,154,204
18,153,203
17,152,202
18,151,201
19,151,201
19,152,202
20,153,203
21,153,203
21,154,204
22,155,205
23,155,205
24,156,206
24,157,207
25,158,208
26,158,208
26,159,209
27,160,210
28,160,210
29,161,211
29,162,212
30,163,213
31,163,213
31,164,214
18,167,217
48,181,231
47,180,230
47,181,231
46,181,231
46,182,232
45,183,233
44,183,233
44,184,234
43,184,234
43,185,235
42,186,236
41,186,236
41,187,237
40,187,237
40,188,238
40,189,239
41,189,239
41,190,240
42,190,240
42,191,241
43,192,242
44,192,242
44,191,241
45,190,240
46,189,239
47,189,239
47,188,238
48,187,237
49,186,236
50,186,236
50,185,235
51,184,234
51,183,233
50,183,233
50,182,232
49,182,232
46,190,240
55,188,238
54,188,238
56,188,238
56,189,239
57,190,240
58,190,240
58,191,241
59,192,242
60,192,242
60,193,243
61,193,243
62,194,244
62,195,245
63,195,245
63,196,246
64,197,247
64,198,248
65,199,249
65,200,250
64,199,249
53,189,239
52,190,240
51,191,241
50,192,242
49,193,243
48,194,244
48,193,243
57,193,243
56,193,243
56,194,244
55,194,244
55,195,245
55,196,246
56,196,246
56,197,247
57,197,247
57,198,248
58,198,248
59,198,248
60,198,248
60,197,247
60,196,246
60,195,245
59,195,245
59,194,244
58,194,244
58,193,243
64,200,250
66,200,250
66,201,251
66,202,252
67,203,253
68,203,253
68,204,254
69,205,255
70,206,256
69,206,256
69,207,257
68,207,257
68,208,258
67,209,259
66,209,259
66,210,260
65,210,260
65,211,261
64,211,261
64,212,262
64,213,263
65,214,264
66,215,265
67,215,265
67,216,266
68,216,266
68,215,265
69,215,265
69,214,264
70,213,263
71,213,263
71,212,262
72,211,261
73,211,261
73,210,260
74,210,260
75,211,261
76,211,261
76,212,262
77,213,263
78,213,263
78,214,264
79,214,264
79,213,263
80,213,263
79,212,262
79,211,261
78,211,261
77,210,260
77,209,259
76,208,258
75,208,258
74,207,257
74,206,256
73,206,256
72,205,255
72,204,254
71,203,253
70,203,253
69,202,252
69,201,251
68,201,251
67,200,250
70,205,255
67,208,258
66,214,264
75,224,274
81,229,279
82,230,280
85,230,280
114,256,306
114,257,307
113,257,307
112,257,307
111,256,306
110,256,306
109,255,305
108,254,304
108,253,303
107,252,302
107,251,301
108,250,300
108,249,299
109,249,299
109,248,298
110,248,298
111,248,298
112,248,298
113,249,299
113,248,298
111,257,307
115,256,306
115,255,305
116,255,305
116,254,304
116,253,303
116,252,302
116,251,301
115,251,301
115,250,300
114,249,299
110,255,305
107,253,303
107,250,300
114,246,296
115,247,297
116,248,298
117,249,299
118,250,300
118,251,301
119,251,301
119,252,302
119,253,303
120,253,303
120,254,304
120,255,305
121,256,306
121,257,307
120,257,307
120,258,308
120,259,309
119,259,309
119,260,310
118,260,310
117,250,300
115,248,298
113,245,295
111,245,295
104,245,295
104,247,297
105,253,303
113,261,311
121,263,313
122,262,312
123,261,311
123,260,310
124,259,309
125,259,309
