217,158,5
218,158,5
219,158,5
220,158,5
221,158,5
222,159,5
222,160,5
223,160,5
223,162,5
224,162,5
224,164,5
225,164,5
225,165,5
225,166,5
226,165,5
226,162,5
226,163,5
226,160,5
226,158,5
228,158,5
230,158,5
230,161,5
230,160,5
230,163,5
230,165,5
230,167,5
230,169,5
230,172,5
229,172,5
227,172,5
225,171,5
224,170,5
224,169,5
223,168,5
223,167,5
222,166,5
221,164,5
220,162,5
220,163,5
220,165,5
220,167,5
220,169,5
220,171,5
220,172,5
218,172,5
217,170,5
217,171,5
217,168,5
217,169,5
214,167,5
214,168,5
213,169,5
213,170,5
212,170,5
212,171,5
211,171,5
210,172,5
209,172,5
208,172,5
207,172,5
206,172,5
205,172,5
204,172,5
204,171,5
203,171,5
202,170,5
201,169,5
201,168,5
200,168,5
200,167,5
200,166,5
200,165,5
200,164,5
200,163,5
200,162,5
200,161,5
201,161,5
201,160,5
202,159,5
203,159,5
203,158,5
204,158,5
197,162,5
197,163,5
196,164,5
195,165,5
195,166,5
196,166,5
196,167,5
197,168,5
197,167,5
197,169,5
198,170,5
198,171,5
198,172,5
197,172,5
196,172,5
195,172,5
195,171,5
194,171,5
194,170,5
193,169,5
193,168,5
192,167,5
191,166,5
190,166,5
190,167,5
190,168,5
190,169,5
190,170,5
190,171,5
189,172,5
188,172,5
187,172,5
186,171,5
186,170,5
186,169,5
186,168,5
186,167,5
186,166,5
186,165,5
186,164,5
186,163,5
186,162,5
186,161,5
186,160,5
186,159,5
186,158,5
187,158,5
188,158,5
189,158,5
190,158,5
191,158,5
192,158,5
193,158,5
194,158,5
195,158,5
196,159,5
197,160,5
197,161,5
186,172,5
193,163,5
193,162,5
193,161,5
192,160,5
191,160,5
190,160,5
192,163,5
192,164,5
191,164,5
190,164,5
190,163,5
190,162,5
190,161,5
183,159,5
183,160,5
182,160,5
181,160,5
180,160,5
179,160,5
178,160,5
177,160,5
177,161,5
177,162,5
177,163,5
178,163,5
179,163,5
180,163,5
181,163,5
182,163,5
182,164,5
182,165,5
182,166,5
181,166,5
180,166,5
179,166,5
178,166,5
177,166,5
177,167,5
177,168,5
177,169,5
178,169,5
179,169,5
180,169,5
181,169,5
182,169,5
183,169,5
183,170,5
183,171,5
183,172,5
182,172,5
181,172,5
180,172,5
179,172,5
178,172,5
177,172,5
176,172,5
175,172,5
174,172,5
173,172,5
173,171,5
173,170,5
173,169,5
173,168,5
173,167,5
173,166,5
173,165,5
173,164,5
173,163,5
173,162,5
173,161,5
173,160,5
173,159,5
173,158,5
174,158,5
175,158,5
176,158,5
177,158,5
178,158,5
179,158,5
180,158,5
181,158,5
182,158,5
183,158,5
157,161,5
158,161,5
158,162,5
158,163,5
157,164,5
157,165,5
156,166,5
155,166,5
154,167,5
153,167,5
152,167,5
151,167,5
150,167,5
150,168,5
150,169,5
150,170,5
150,171,5
149,172,5
148,172,5
147,172,5
146,171,5
146,170,5
146,172,5
137,172,5
136,172,5
135,172,5
134,172,5
133,172,5
133,171,5
132,171,5
132,170,5
132,169,5
131,168,5
131,167,5
130,167,5
129,166,5
128,166,5
128,167,5
128,168,5
128,169,5
128,170,5
128,171,5
128,172,5
127,172,5
126,172,5
125,172,5
124,172,5
124,171,5
124,170,5
124,169,5
124,168,5
124,167,5
124,166,5
124,165,5
124,164,5
124,163,5
124,162,5
124,161,5
124,160,5
124,159,5
137,171,5
136,170,5
136,169,5
135,168,5
135,167,5
134,166,5
133,165,5
134,164,5
135,163,5
135,162,5
135,161,5
135,160,5
135,164,5
131,161,5
131,162,5
131,163,5
130,164,5
129,164,5
128,164,5
128,163,5
128,162,5
128,161,5
128,160,5
131,164,5
131,160,5
130,160,5
129,160,5
125,158,5
124,158,5
126,158,5
127,158,5
128,158,5
129,158,5
130,158,5
131,158,5
132,158,5
133,158,5
134,159,5
135,159,5
122,159,5
122,160,5
121,160,5
120,160,5
119,160,5
118,160,5
118,161,5
118,162,5
118,163,5
118,164,5
118,165,5
118,166,5
118,167,5
118,168,5
118,169,5
118,170,5
118,171,5
117,172,5
116,172,5
115,172,5
114,172,5
114,171,5
114,170,5
114,169,5
114,168,5
114,167,5
114,166,5
114,165,5
114,164,5
114,163,5
114,162,5
114,161,5
114,160,5
113,160,5
112,160,5
111,160,5
110,160,5
110,159,5
110,158,5
111,158,5
112,158,5
113,158,5
114,158,5
115,158,5
116,158,5
117,158,5
118,158,5
119,158,5
120,158,5
121,158,5
122,158,5
118,172,5
139,158,5
139,159,5
139,160,5
139,161,5
139,162,5
139,163,5
139,164,5
139,165,5
139,166,5
139,167,5
139,168,5
139,169,5
139,170,5
139,171,5
139,172,5
140,172,5
